created_file_name,passage_name,WZATB_passage,levenshtein_distance
1262_0011_BQSXV07P642A_WAIYA.txt,V07P642A_WAIYA,QSXV02P643A_BEG_WSACD VAR_DWNXV02P025A VAR_IHMAV02P030B VAR_KHTBV10P323A VAR_MZSHV11P396A VAR_ASHDV05P177B أنبأ أبو علي الروذباري أنبأ أبو بكر بن داسة ثنا أبو داود ثنا @TR3_USIA@ عبيد الله بن سعد ثنا @TR2_YISI@ عمي ثنا @TR1_SACD@ أبي عن ابن إسحاق عن محمد بن عمرو بن عطاء عن ذكوان مولى عائشة رضي الله عنه أنها حدثته أن رسول الله صلى الله عليه وسلم كان يصلي بعد العصر وينهى عنها ويواصل وينهى عن الوصال ففي هذا وفي بعض ما مضى إشارة إلى اختصاصه صلى الله عليه وسلم باستدامة هاتين الركعتين بعد وقوع القضاء بما فعل في بيت أم سلمة وقد مضى في رواية طاوس عن عائشة رضي الله عنها أنها قالت إنما نهى رسول الله صلى الله عليه وسلم أن يتحرى طلوع الشمس وغروبها وكأنها لما رأته صلى الله عليه وسلم أثبتهما حملت النهي على هاتين الساعتين والنهي ثابت فيهما وقبلهما كما PageV02P644 مضى فحمل ذلك على اختصاصه بذلك أولى والله أعلم @BQSXV02P643A_END_WSACD PageV02P644,593
0952_0012_KHTSV01P011A_WAIYA.txt,V01P011A_WAIYA,QJXV01P381A_BEG_WSACD VAR_MYWXV02P497A VAR_BNHXV03P167A VAR_STKXV01P389A VAR_HYMXV01P174A VAR_HYZXV01P177B VAR_HYKUV04P056B VAR_AAIBV06P470A VAR_HJMAV04P307A أخبرنا محمد بن موسى حدثنا أبو عبد الله الصفار حدثنا ابن أبي الدنيا حدثنا PageV01P381 أبو خيثمة حدثنا @TR2_YISI@ يعقوب بن إبراهيم بن سعد عن @TR1_SACD@ أبيه عن محمد بن اسحاق قال حدثني عيسى بن عبد الله بن مالك عن محمد بن عمرو بن عطاء عن عطاء بن يسار عن أبي سعيد الخدري قال سمعت رسول الله صلى الله عليه وسلم يقول إذا أراد أحدكم أمرا فليقل اللهم إني أستخيرك بعلمك وأستقدرك بقدرتك وأسألك من فضلك العظيم فإنك تقدر ولا أقدر وتعلم ولا أعلم وأنت علام الغيوب اللهم إن كان كذا وكذا للأمر الذي يريد خيرا لي في ديني ومعيشتي وعاقبة أمري وإلا فاصرفه عني واصرفني عنه ثم اقدر لي الخير أين كان ولا حول ولا قوة إلا بالله,642
0596_0013_THRXV01P323A_WAIYA.txt,V01P323A_WAIYA,MAQV01P007A_BEG_WSACD VAR_HBHXV43P341A VAR_MYJXV01P093A VAR_BMMXV01P057A VAR_ZYMXV02P486A VAR_HJRTV17P763A VAR_HJIIV09P326A أخبرنا عبد الواحد قال نا الحسين بن إسماعيل قال نا محمد بن منصور الطوسي عن @TR2_YISI@ يعقوب بن إبراهيم بن سعد قال نا @TR1_SACD@ أبي عن ابن اسحاق قال حدثني يحيى بن سعيد عن عمرة بنت عبد الرحمن عن عائشة رضي الله عنها قالت كان رسول الله صلى الله عليه وسلم إذا أراد سفرا أقرع بين نسائه فأيتهن خرج سهمها خرج بها معه,329
1004_0014_MZTXV28P313A_WAIYA.txt,V28P313A_WAIYA,THQV02P383A_BEG_WSACD VAR_HBHXV39P310A VAR_KTHRV05P152A VAR_KTHBV04P224A VAR_HYGHV03P219A VAR_AAIBV06P197A VAR_HJRTV06P578A VAR_HJIIV02P702A فقال الإمام أحمد حدثنا @TR2_YISI@ يعقوب حدثنا @TR1_SACD@ أبي عن محمد بن اسحاق حدثني يزيد بن عبد الله بن قسيط عن القعقاع بن عبد الله بن أبي حدرد عن أبيه عبد الله ابن أبي حدرد رضي الله عنه قال بعثنا رسول الله صلى الله عليه وسلم إلى إضم فخرجت في نفر من المسلمين فيهم أبو قتادة الحارث بن ربعي ومحلم بن جثامة بن قيس فخرجنا حتى إذا كنا ببطن إضم مر بنا عامر بن الأضبط الأشجعي على قعود له معه متيع ووطب من لبن فلما مر بنا سلم علينا فأمسكنا عنه وحمل عليه محلم بن جثامة فقتله بشيء كان بينه وبينه وأخذ بعيره متيعه فلما قدمنا على رسول الله صلى الله عليه وسلم وأخبرناه الخبر نزل فينا القرآن @QURS04A094_BEG يا أيها الذين آمنوا إذا ضربتم في سبيل الله فتبينوا ولا تقولوا لمن ألقى إليكم السلام لست مؤمنا تبتغون عرض الحياة الدنيا فعند الله مغانم كثيرة كذلك كنتم من قبل فمن الله عليكم فتبينوا إن الله كان بما تعملون خبيرا,781
1128_0015_ARKHV05P313A_WAIYA.txt,V05P313A_WAIYA,"KHXV01P379A_BEG_WSACD VAR_AKHSV02P441A AKHSV02P442A VAR_BGHXV05P369A VAR_SFTIV01P006A حدثنا هدية بن عبد الوهاب المروزي نا @TR2_YAYA@ يحيى بن يزيد نا @TR1_SACD@ إبراهيم بن سعد عن محمد بن إسحاق عن نافع عن ابن عمر رضي الله عنه قال ما رأيت أحدا بعد رسول الله أسود من معاوية قيل ولا أبو بكر قال ولا أبو بكر قد كان أبو بكر خيرا منه وكان أسود منه قيل ولا عمر قال والله لقد كان عمر خيرا منه ولكنه كان أسود منه قيل ولا عثمان قال والله إن كان عثمان لسيدا ولكنه كان أسود منه @DKHXV01P379A_END_WSACD PageV01P379 # @COMMENT: This passage is not found in the redaction of Ibn Hishām. This is a comparative passage rating the greatness of the Caliphs following Muḥammad. It appears to be the only occurance in the Ibn Isḥāq corpus. Placement is based on the type of statement usually found after the death of an individual. Notice that ʿAlī b. Abī Ṭālib is not mentioned. Placement is in each individual's ""attributes"" following their deaths @EC_12/31/22@",1053
0080_0016_BQSXV07P641B_WHAYA.txt,V07P641B_WHAYA,YDGV01P020A_BEG_WSACD VAR_TDSHV17P351A VAR_DYSAV01P128A حدثنا عبد الله حدثنا @TR2_AMIB@ أحمد بن محمد بن أيوب حدثنا @TR1_SACD@ إبراهيم بن سعد عن محمد بن اسحاق عن @EW1_WBMB@ وهب بن منبه أن ذا القرنين عليه السلام قال لبعض الأمم ما بال كلمتكم واحدة وطريقتكم مستقيمة قالوا إنا من قبل لا نتخادع ولا يغتاب بعضنا بعضا,288
0860_0017_BQMXV11P121A_WAIYA.txt,V11P121A_WAIYA,YMXV03P1301A_BEG_WSACD VAR_ZTKXV01P401A VAR_NYMXV04P2176A VAR_THRXV04P081A ما حدثناه حبيب بن الحسن ثنا محمد بن يحيى ثنا @TR2_AMIB@ أحمد بن محمد ثنا @TR1_SACD@ إبراهيم بن سعد عن محمد بن اسحاق حدثني عيسى بن عبد الله بن مالك عن عطية بن سفيان بن عبد الله بن ربيعة الثقفي عن بعض وفدهم قال كان بلال يأتينا حين أسلمنا وصمنا مع رسول الله صلى الله عليه وسلم ما بقي من رمضان بفطرنا وسحورنا من عند رسول الله صلى الله عليه وسلم,384
0544_0018_ARKHV05P313B_WAIYA.txt,V05P313B_WAIYA,HRXV02P303A_BEG_WSACD VAR_YSSXV02P560A VAR_MKKXV04P173A روى @TR1_SACD@ إبراهيم بن سعد عن ابن اسحاق عن يحيى بن عروة بن الزبير عن أبيه عن زبان قال رأيت النبي صلى الله عليه وسلم وهو نازل بوادي الشوحط,180
0612_0019_HBHXV35P021A_WAIYA.txt,V35P021A_WAIYA,YMXV08P162A_BEG_WSACD VAR_DHMNV01P524A VAR_KJHHV01P045A حدثنا عبد الله بن أحمد السكوني حدثنا @TR2_CUZD@ عمارة بن يزيد حدثنا @TR1_SACD@ إبراهيم بن سعد عن محمد بن اسحاق حدثني يحيى بن عبيد الله بن الحارث عن أبيه عن ابن عباس قال لما توجه رسول الله صلى الله عليه وسلم يوم الحديبية إلى مكة أصاب الناس عطش شديد وحر شديد فنزل PageV08P162 رسول الله صلى الله عليه وسلم الحجفة معطشا والناس عطاش فقال رسول الله صلى الله عليه وسلم هل من رجل يمضي في نفر من المسلمين معهم القرب فيردون بئر ذات العلم ثم يعود يضمن له رسول الله صلى الله عليه وسلم الجنة فذكر حديثا طويلا فيه أنه بعث رجلا من الصحابة ففزع من الجن فرجع ثم بعث آخر وأنشد شعرا فذعر من الجن فرجع ثم أرسل علي بن أبي طالب فنزل البئر وملأ القرب بعد هول شديد وأن النبي صلى الله عليه وسلم قال له الذي هتف بك من الجن هو سماعة بن غراب الذي قتل عدو الله مسعرا شيطان الأصنام الذي يكلم قريشا منها وفزع من هجائي,790
1068_0020_KTHRV01P087C_WAIYA.txt,V01P087C_WAIYA,LJXV01P569A_BEG_WSACD VAR_DHRQV01P411A حدثنا الحسين بن علي بن الأسود ثنا يحيى بن آدم عن @TR1_SACD@ إبراهيم بن سعد عن محمد بن اسحاق عن عبد الله بن أبي بكر وحسين بن عبد الله أن عليا والعباس والفضل بن العباس وقثم بن العباس وأسامة ابن زيد وشقران مولى رسول الله صلى الله عليه وسلم هم الذين ولوا غسل رسول الله صلى الله عليه وسلم ودفنه وأن أوس بن خولي أحد الخزرج قال لعلي عليه السلام اجعل لنا حظا في رسول الله صلى الله عليه وسلم وكان بدريا فقال له ادخل فدخل فجلس وحضر غسل رسول الله وأسنده علي إلى صدره وكان العباس والفضل وقثم يقلبونه وكان أسامة وشقران يصبان عليه الماء وعلي يغسله مسندا له إلى صدره وعليه قميصه يدلكه به ومن ورائه لا يقضى بيده إلى رسول الله صلى الله عليه وسلم وعلي يقول بأبي أنت وأمي طبت حيا وميتا,806
1202_0021_BQSXV09P195A_WAIYA.txt,V09P195A_WAIYA,KHBV05P389A_BEG_WSACD وقال إبراهيم بن سعد عن ابن إسحاق عن عبد الله بن أبي سلمة سمع عبد الله بن عبد الله بن رافع سمع أبا سعيد رضي الله عنه عن النبي صلى الله عليه وسلم الماء لا ينجسه شئ @BKHBV05P389A_END_WSACD PageV05P389 # @COMMENT: Passage deals with the causes of water purity. This passage is not found in the redaction of Ibn Hishām. Placement is based on content,287
1505_0022_THRXV02P510A_WAIYA.txt,V02P510A_WAIYA,DSHV32P107B_BEG_WSACD VAR_HBHXV10P203A خبرنا أبو القاسم بن السمرقندي أنا أبو الحسين بن النقور أنا عيسى بن علي أنا عبد الله بن محمد قال عبد الله بن قيس بن مخرمة بن المطلب بن عبد مناف يشك في سماعه أخبرنا أبو القاسم هبة الله بن محمد أنا أبو علي الحسن بن علي أنا احمد بن جعفر نا عبد الله بن احمد حدثني أبي نا @TR2_YISI@ يعقوب بن إبراهيم نا @TR1_SACD@ أبي عن ابن إسحاق حدثني أبي إسحاق ابن يسار عن عبد الله بن قيس بن مخرمة قال أقبلت من مسجد بني عمرو بن عوف بقباء على بغلة لي قد صليت فيه فلقيت عبد الله بن عمر ماشيا فلما رأيته نزلت عن بغلتي ثم قلت اركب أبي عمر قال أي ابن أخي لو اردت أن اركب الدواب لوجدتها ولكني رأيت رسول الله صلى الله عليه وسلم يمشي إلى هذا المسجد حتى يأتي فيصلي فيه فأنا أحب أن أمشي إليه كما رأيته يمشي قال فأبى أن يركب ومضى على وجهه @TDSHV32P107B_END_WSACD PageV32P107,683
1501_0023_DRHQV02P457C_WAIYA.txt,V02P457C_WAIYA,BRXV02P108A_BEG_WSACD VAR_HBHXV04P209A حدثني أبي قال حدثنا يعقوب قال حدثنا أبي عن محمد بن إسحاق قال حدثني الحجاج بن أرطأة عن عطاء بن أبي رباح قال سمعت عبد الله بن عباس يقول توفي رسول الله صلى الله عليه وسلم وأنا ختين @HBRXV02P108A_END_WSACD PageV02P108,173
0191_0024_TKXXV02P042A_WAIYA.txt,V02P042A_WAIYA,BHXV11P602A_BEG_WSACD VAR_HBHXV18P338A حدثنا @TR2_YISI@ يعقوب حدثنا @TR1_SACD@ أبي عن محمد بن اسحاق فذكر حديثا قال ابن اسحاق وذكر عمرو بن شعيب بن محمد بن عبد الله بن عمرو بن العاص عن أبيه عن جده قال قال رسول الله صلى الله عليه وسلم من قتل مؤمنا متعمدا فإنه يدفع إلى أولياء القتيل فإن شاءوا قتلوا وإن شاءوا أخذوا الدية وهي ثلاثون حقة وثلاثون جذعة وأربعون خلفة فذلك عقل العمد وما صالحوا عليه من شيء فهو لهم وذلك شديد العقل وعقل شبه العمد مغلظة مثل عقل العمد ولا يقتل صاحبه وذلك أن ينزغ الشيطان بين الناس فتكون دماء في غير ضغينة ولا حمل سلاح فإن رسول الله صلى الله عليه وسلم قال يعني من حمل علينا السلاح PageV11P602 فليس منا ولا رصد بطريق فمن قتل على غير ذلك فهو شبه العمد وعقله مغلظة ولا يقتل صاحبه وهو بالشهر الحرام وللحرمة وللجار ومن قتل خطأ فديته مائة من الإبل ثلاثون ابنة مخاض وثلاثون ابنة لبون وثلاثون حقة وعشرة بكارة بني لبون ذكور قال وكان رسول الله صلى الله عليه وسلم يقيمها على أهل القرى أربع مائة دينار أو عدلها من الورق وكان يقيمها على أثمان الإبل فإذا غلت رفع في قيمتها وإذا هانت نقص من قيمتها على عهد الزمان ما كان فبلغت على عهد رسول الله صلى الله عليه وسلم ما بين أربع مائة دينار إلى ثمان مائة دينار وعدلها من الورق ثمانية آلاف درهم وقضى أن من كان عقله على أهل البقر في البقر مائتي بقرة وقضى أن من كان عقله على أهل الشاء فألفي شاة وقضى في الأنف إذا جدع كله بالعقل كاملا وإذا جدعت PageV11P603 أرنبته فنصف العقل وقضى في العين نصف العقل خمسين من الإبل أو عدلها ذهبا أو ورقا أو مائة بقرة أو ألف شاة والرجل نصف العقل واليد نصف العقل والمأمومة ثلث العقل ثلاث وثلاثون من الإبل أو قيمتها من الذهب أو الورق أو البقر أو الشاء والجائفة ثلث العقل والمنقلة خمس عشرة من الإبل والموضحة خمس من الإبل والأسنان خمس من الإبل. @HBHXV11P602A_END_WSACD PageV11P604 # @COMMENT: This passage is not found in the redaction of Ibn Hishām. Placement is based on content,1451
1090_0025_TBRCV01P1565A_WAIYA.txt,V01P1565A_WAIYA,YGHV02P372A_BEG_WSACD VAR_HBHXV43P371A VAR_HJRTV17P092A VAR_HJIIV09P096A حدثنا @TR2_YISI@ يعقوب قال حدثنا @TR1_SACD@ أبى عن ابن إسحاق قال فحدثنى صالح ابن كيسان عن الزهرى عن عبيد الله بن عبد الله بن عتبة عن عائشة قالت كان آخر ما عهد رسول الله صلى الله عليه وسلم أن قال لا يترك بجزيرة العرب دينان @HYGHV02P372A_END_WSACD PageV02P372,264
0560_0026_TKXXV02P043A_WAIYA.txt,V02P043A_WAIYA,SKXV02P367A_BEG_WSACD VAR_HBHXV04P212A VAR_ANSSV03P170A VAR_BQSXV03P367D أخبرنا عبيد الله بن سعد بن إبراهيم بن سعد قال حدثني @TR2_YISI@ عمي قال حدثنا @TR1_SACD@ أبي عن ابن إسحاق قال حدثني @EW1_DHQU@ داود بن الحصين عن عكرمة عن عبد الله بن عباس قال ما كانت صلاة الخوف إلا كصلاة أحراسكم هؤلاء اليوم خلف أئمتكم هؤلاء إلا أنها كانت عقبا قامت طائفة منهم وهم جميعا مع رسول الله صلى الله عليه وسلم وسجدت معه طائفة ثم قام رسول الله صلى الله عليه وسلم وسجد الذين كانوا قياما لأنفسهم ثم قام رسول الله صلى الله عليه وسلم وقاموا معه جميعا ثم ركع وركعوا معه جميعا ثم سجد فسجد معه الذين كانوا قياما أول مرة فلما جلس رسول الله صلى الله عليه وسلم والذين سجدوا معه في آخر صلاتهم سجد الذين كانوا قياما لأنفسهم ثم جلسوا فجمعهم رسول الله صلى الله عليه وسلم بالتسليم,587
1080_0027_TKXXV02P061A_WAIYA.txt,V02P061A_WAIYA,BHXV02P174A_BEG_WSACD VAR_DHRQV01P413A VAR_KTHBV05P270A حدثنا @TR2_YISI@ يعقوب حدثنا @TR1_SACD@ أبي عن ابن اسحاق حدثني أبي اسحاق بن يسار عن مقسم أبي القاسم مولى عبد الله بن الحارث بن نوفل عن مولاه عبد الله بن الحارث قال اعتمرت مع علي بن أبي طالب في زمان عمر أو زمان عثمان فنزل على أخته أم هانئ بنت أبي طالب فلما فرغ من عمرته رجع فسكب له غسل فاغتسل فلما فرغ من غسله دخل عليه نفر من أهل العراق فقالوا يا أبا حسن جئناك نسألك عن أمر نحب أن تخبرنا عنه قال أظن المغيرة بن شعبة يحدثكم أنه كان أحدث الناس عهدا برسول الله صلى الله عليه وسلم قالوا أجل عن ذلك جئنا نسألك قال أحدث الناس عهدا برسول الله صلى الله صلى الله عليه وسلم قثم بن العباس @HBHXV02P174A_END_WSACD PageV02P174 # @COMMENT: This passage is similar to that found in WZATB on HSNXV02P664H. A version of this passage is also found in WYBWS. @EC_12/07/23@,644
0187_0028_MWNXV04P272A_WAIYA.txt,V04P272A_WAIYA,YGHV01P204A_BEG_WSACD VAR_HBHXV38P221A VAR_HJRTV16P577A VAR_HJIIV08P308A حدثنا يعقوب حدثنا أبى عن ابن اسحاق حدثنى عمر بن عبد الله بن عروة بن الزبير عن عروة بن الزبير عمن حدثه من أصحاب رسول الله صلى الله عليه وسلم قال كان رسول الله صلى الله عليه وسلم يأمرنا أن نصنع المساجد فى دورنا وأن نصلح صنعتها ونطهرها,249
