created_file_name,passage_name,WZATB_passage,levenshtein_distance
0801_0012_KHTSV01P011A_WAIYA.txt,V01P011A_WAIYA,SNXV01P684E_BEG_WZATB قال ابن إسحاق وعامر بن البكير بن عبد ياليل بن ناشب بن غيرة من بني سعد بن ليث وعاقل بن البكير وخالد بن البكير وإياس بن البكير حلفاء بني عدي بن كعب وسعيد بن زيد بن عمرو بن نفيل بن عبد العزى ابن عبد الله بن قرط بن رياح بن رزاح بن عدي بن كعب قدم من الشأم بعد ما قدم رسول الله صلى الله عليه وسلم من بدر فكلمه فضرب له رسول الله صلى الله عليه وسلم بسهمه قال وأجري يا رسول الله قال وأجرك أربعة عشر رجلا ومن بني جمح بن عمرو بن هصيص بن كعب عثمان بن مظعون بن حبيب ابن وهب بن حذافة بن جمح وابنه السائب بن عثمان وأخواه قدامة بن مظعون وعبد الله بن مظعون ومعمر بن الحارث بن معمر بن حبيب ابن وهب بن حذافة بن جمح خمسة نفر ومن بني سهم بن عمرو بن هصيص بن كعب بن خنيس بن حذافة بن قيس ابن عدي بن سعد بن سهم رجل,702
0423_0013_THRXV01P323A_WAIYA.txt,V01P323A_WAIYA,SNXV01P429C_BEG_WZATB قال ابن إسحاق وهم فيما ذكر لي ستة نفر من الخزرج منهم من بني النجار وهو تيم الله ثم من بني مالك بن النجار بن ثعلبة بن عمرو بن الخزرج بن حارثة بن عمرو بن عامر أسعد بن زرارة بن عدس بن عبيد بن ثعلبة بن غنم بن مالك بن النجار وهو أبو أمامة وعوف بن الحارث بن رفاعة بن سواد بن مالك بن غنم بن مالك بن النجار وهو ابن عفراء,379
1499_0014_MZTXV28P313A_WAIYA.txt,V28P313A_WAIYA,SNXV02P502F_BEG_WZATB قال ابن إسحاق فلما بلغ كعبا الكتاب ضاقت به الأرض وأشفق على نفسه PageV02P502 وأرجف به من كان في حاضره من عدوه فقالوا هو مقتول فلما لم يجد من شيء بدا قال قصيدته التي يمدح فيها رسول الله صلى الله عليه وسلم وذكر فيها خوفه وإرجاف الوشاة به من عدوه ثم خرج حتى قدم المدينة فنزل على رجل كانت بينه وبينه معرفة من جهينة كما ذكر لي فغدا به إلى رسول الله صلى الله عليه وسلم حين صلى الصبح فصلى مع رسول الله صلى الله عليه وسلم ثم أشار له إلى رسول الله صلى الله عليه وسلم فقال هذا رسول الله فقم إليه فاستأمنه فذكر لي أنه قام إلى رسول الله صلى الله عليه وسلم حتى جلس إليه فوضع يده في يده وكان رسول الله صلى الله عليه وسلم لا يعرفه فقال يا رسول الله إن كعب بن زهير قد جاء ليستأمن منك تائبا مسلما فهل أنت قابل منه إن أنا جئتك به قال رسول الله صلى الله عليه وسلم نعم قال أنا يا رسول الله كعب بن زهير,811
0420_0015_ARKHV05P313A_WAIYA.txt,V05P313A_WAIYA,SNXV01P427C_BEG_WZATB قال ابن إسحاق وحدثني الحصين بن عبد الرحمن بن عمرو بن سعد بن معاذ عن محمود بن لبيد قال لما قدم أبو الحيسر أنس بن رافع مكة ومعه فتية من بني عبد الأشهل فيهم إياس بن معاذ يلتمسون الحلف من قريش على قومهم من الخزرج سمع بهم رسول الله صلى الله عليه وسلم فأتاهم فجلس إليهم فقال لهم هل لكم في خير مما جئتم له فقالوا له وما ذاك قال أنا رسول الله بعثني إلى العباد أدعوهم إلى أن يعبدوا الله ولا يشركوا به شيئا وأنزل علي الكتاب قال ثم ذكر لهم الإسلام وتلا عليهم القرآن قال فقال إياس PageV01P427 ابن معاذ وكان غلاما حدثا أي قوم هذا والله خير مما جئتم له قال فيأخذ أبو الحيسر أنس بن رافع حفنة من تراب البطحاء فضرب بها وجه إياس ابن معاذ وقال دعنا منك فلعمري لقد جئنا لغير هذا قال فصمت إياس وقام رسول الله صلى الله عليه وسلم عنهم وانصرفوا إلى المدينة وكانت وقعة بعاث بين الأوس والخزرج قال ثم لم يلبث إياس بن معاذ أن هلك قال محمود بن لبيد فأخبرني من حضره من قومه عند موته أنهم لم يزالوا يسمعونه يهلل الله تعالى ويكبره ويحمده ويسبحه حتى مات فما كانوا يشكون أن قد مات مسلما لقد كان استشعر الإسلام في ذلك المجلس حين سمع من رسول الله صلى الله عليه وسلم ما سمع,1176
0799_0016_BQSXV07P641B_WHAYA.txt,V07P641B_WHAYA,SNXV01P683J_BEG_WZATB قال ابن إسحاق وعمرو بن سراقة بن المعتمر بن أنس بن أذاة بن عبد الله PageV01P683 ابن قرط بن رياح بن رزاح بن عدي بن كعب وأخوه عبد الله بن سراقة وواقد ابن عبد الله بن عبد مناف بن عرين بن ثعلبة بن يربوع بن حنظلة بن مالك بن زيد مناة بن تميم حليف لهم وخولي بن أبي خولي ومالك بن أبي خولي حليفان لهم,301
0851_0017_BQMXV11P121A_WAIYA.txt,V11P121A_WAIYA,SNXV01P698I_BEG_WZATB قال ابن إسحاق وعبد الله بن قيس بن صخر بن حرام بن ربيعة بن عدي بن غنم سبعة نفر ومن بني النعمان بن سنان بن عبيد عبد الله بن عبد مناف بن النعمان وجابر بن عبد الله بن رئاب بن النعمان وخليدة بن قيس بن النعمان والنعمان بن سنان مولى لهم أربعة نفر ومن بني سواد بن غنم بن كعب بن سلمة ثم من بني حديدة بن عمرو PageV01P698 ابن غنم بن سواد,394
1423_0018_ARKHV05P313B_WAIYA.txt,V05P313B_WAIYA,SNXV02P437B_BEG_WZATB قال ابن إسحاق وحدثني ابن شهاب الزهري عن عبيد الله بن عبد الله بن عتبة بن مسعود قال أقام رسول الله صلى الله عليه وسلم بمكة بعد فتحها خمس عشرة ليلة يقصر الصلاة,169
1650_0019_HBHXV35P021A_WAIYA.txt,V35P021A_WAIYA,SNXV02P664C_BEG_WZATB قال ابن إسحاق وحدثني عبد الله بن أبي بكر عن امرأته فاطمة بنت عمارة عن عمرة بنت عبد الرحمن بن أسعد بن زرارة عن عائشة رضي الله عنها جوف الليل من ليلة الأربعاء وكان الذين نزلوا في قبر رسول الله صلى الله عليه وسلم علي بن أبي طالب والفضل ابن عباس وقثم بن عباس وشقران مولى رسول الله صلى الله عليه وسلم وقد قال أوس بن خولي لعلي بن أبي طالب يا علي أنشدك الله وحظنا من رسول الله صلى الله عليه وسلم فقال له انزل فنزل مع القوم وقد كان مولاه شقران حين وضع رسول الله صلى الله عليه وسلم في حفرته وبنى عليه قد أخذ قطيفة وقد كان رسول الله صلى الله عليه وسلم يلبسها ويفترشها فدفنها في القبر وقال والله لا يلبسها أحد بعدك أبدا قال فدفنت مع رسول الله صلى الله عليه وسلم وقد كان المغيرة بن شعبة يدعي أنه أحدث الناس عهدا برسول الله صلى الله عليه وسلم يقول أخذت خاتمي فألقيته في القبر وقلت إن خاتمي سقط مني وإنما طرحته عمدا لأمس رسول الله صلى الله عليه وسلم فأكون أحدث الناس عهدا به صلى الله عليه وسلم,772
1650_0020_KTHRV01P087C_WAIYA.txt,V01P087C_WAIYA,SNXV02P664C_BEG_WZATB قال ابن إسحاق وحدثني عبد الله بن أبي بكر عن امرأته فاطمة بنت عمارة عن عمرة بنت عبد الرحمن بن أسعد بن زرارة عن عائشة رضي الله عنها جوف الليل من ليلة الأربعاء وكان الذين نزلوا في قبر رسول الله صلى الله عليه وسلم علي بن أبي طالب والفضل ابن عباس وقثم بن عباس وشقران مولى رسول الله صلى الله عليه وسلم وقد قال أوس بن خولي لعلي بن أبي طالب يا علي أنشدك الله وحظنا من رسول الله صلى الله عليه وسلم فقال له انزل فنزل مع القوم وقد كان مولاه شقران حين وضع رسول الله صلى الله عليه وسلم في حفرته وبنى عليه قد أخذ قطيفة وقد كان رسول الله صلى الله عليه وسلم يلبسها ويفترشها فدفنها في القبر وقال والله لا يلبسها أحد بعدك أبدا قال فدفنت مع رسول الله صلى الله عليه وسلم وقد كان المغيرة بن شعبة يدعي أنه أحدث الناس عهدا برسول الله صلى الله عليه وسلم يقول أخذت خاتمي فألقيته في القبر وقلت إن خاتمي سقط مني وإنما طرحته عمدا لأمس رسول الله صلى الله عليه وسلم فأكون أحدث الناس عهدا به صلى الله عليه وسلم,788
0246_0021_BQSXV09P195A_WAIYA.txt,V09P195A_WAIYA,SNXV01P241B_BEG_WZATB قال ابن إسحاق وحدثني هشام بن عروة عن أبيه عروة بن الزبير عن عبد الله بن جعفر بن أبي طالب رضي الله عنه قال قال رسول الله صلى الله عليه وسلم أمرت أن أبشر خديجة ببيت من قصب لا صخب فيه ولا نصب,330
0846_0022_THRXV02P510A_WAIYA.txt,V02P510A_WAIYA,SNXV01P696L_BEG_WZATB قال ابن إسحاق وعبد الله بن عامر من بلي خمسة نفر ومن بني جشم بن الخزرج ثم من بني سلمة بن سعد بن علي بن أسد بن ساردة ابن تزيد بن جشم بن الخزرج ثم من بني حرام بن كعب بن غنم بن كعب بن سلمة خراش بن الصمة بن عمرو بن الجموح بن زيد بن حرام والحباب PageV01P696 ابن المنذر بن الجموح بن زيد بن حرام وعمير بن الحمام بن الجموح بن زيد ابن حرام وتميم مولى خراش بن الصمة وعبد الله بن عمرو بن حرام بن ثعلبة بن حرام ومعاذ بن عمرو بن الجموح ومعوذ بن عمرو بن الجموح بن زيد بن حرام وخلاد ابن عمرو بن الجموح بن زيد بن حرام وعقبة بن عامر بن نابي بن زيد بن حرام وحبيب بن أسود مولى لهم وثابت بن ثعلبة بن زيد ابن الحارث ابن حرام وثعلبة الذي يقال له الجذع وعمير بن الحارث بن ثعلبة بن الحارث ابن حرام اثنا عشر رجلا,677
1111_0023_DRHQV02P457C_WAIYA.txt,V02P457C_WAIYA,SNXV02P169C_BEG_WZATB قال حدثنا أبو محمد عبد الملك بن هشام قال حدثنا زياد بن عبد الله البكائي عن محمد بن إسحاق المطلبي قال حدثني عاصم بن عمر بن قتادة قال قدم على رسول الله صلى الله عليه وسلم بعد أحد رهط من عضل والقارة,180
1112_0024_TKXXV02P042A_WAIYA.txt,V02P042A_WAIYA,SNXV02P169F_BEG_WZATB قال ابن إسحاق فقالوا يا رسول الله إن فينا إسلاما فابعث معنا نفرا من أصحابك يفقهوننا في الدين ويقرئوننا القرآن ويعلموننا شرائع الإسلام فبعث رسول الله صلى الله عليه وسلم نفرا ستة من أصحابه وهم مرثد بن أبي مرثد الغنوي حليف حمزة بن عبد المطلب وخالد بن البكير الليثي حليف بني عدي بن كعب وعاصم بن ثابت بن أبي الأقلح أخو بني عمرو بن عوف بن مالك بن الأوس وخبيب بن عدي أخو بني جحجبى بن كلفة ابن عمرو بن عوف وزيد بن الدثنة بن معاوية أخو بني بياضة بن عمرو بن زريق بن عبد حارثة بن مالك بن غضب بن جشم بن الخزرج وعبد الله بن طارق حليف بني ظفر بن الخزرج بن عمرو بن مالك بن الأوس وأمر رسول الله صلى الله عليه وسلم على القوم مرثد بن أبي مرثد الغنوي فخرج PageV02P169 مع القوم حتى إذا كانوا على الرجيع ماء لهذيل بناحية الحجاز على صدور الهدأة غدروا بهم فاستصرخوا عليهم هذيلا فلم يرع القوم وهم في رحالهم إلا الرجال بأيديهم السيوف قد غشوهم فأخذوا أسيافهم ليقاتلوهم فقالوا لهم إنا والله ما نريد قتلكم ولكنا نريد أن نصيب بكم شيئا من أهل مكة ولكم عهد الله وميثاقه أن لا نقتلكم فأما مرثد بن أبي مرثد وخالد بن البكير وعاصم بن ثابت فقالوا والله لا نقبل من مشرك عهدا ولا عقدا أبدا فقال عاصم بن ثابت ما علتي وأنا جلد نابل %~% والقوس فيها وتر عنابل تزل عن صفحتها المعابل %~% الموت حق والحياة باطل وكل ما حم الإله نازل %~% بالمرء والمرء إليه آئل إن لم أقاتلكم فأمي هابل,1419
0469_0025_TBRCV01P1565A_WAIYA.txt,V01P1565A_WAIYA,SNXV01P465G_BEG_WZATB قال ابن إسحاق وعقبة بن وهب بن كلدة بن الجعد بن هلال بن الحارث ابن عمرو بن عدي بن جشم بن عوف بن بهثة بن عبد الله بن غطفان بن سعد بن قيس بن عيلان حليف لهم شهد بدرا وكان ممن خرج إلى رسول الله صلى الله عليه وسلم مهاجرا من المدينة إلى مكة فكان يقال له مهاجري أنصاري,273
0801_0026_TKXXV02P043A_WAIYA.txt,V02P043A_WAIYA,SNXV01P684E_BEG_WZATB قال ابن إسحاق وعامر بن البكير بن عبد ياليل بن ناشب بن غيرة من بني سعد بن ليث وعاقل بن البكير وخالد بن البكير وإياس بن البكير حلفاء بني عدي بن كعب وسعيد بن زيد بن عمرو بن نفيل بن عبد العزى ابن عبد الله بن قرط بن رياح بن رزاح بن عدي بن كعب قدم من الشأم بعد ما قدم رسول الله صلى الله عليه وسلم من بدر فكلمه فضرب له رسول الله صلى الله عليه وسلم بسهمه قال وأجري يا رسول الله قال وأجرك أربعة عشر رجلا ومن بني جمح بن عمرو بن هصيص بن كعب عثمان بن مظعون بن حبيب ابن وهب بن حذافة بن جمح وابنه السائب بن عثمان وأخواه قدامة بن مظعون وعبد الله بن مظعون ومعمر بن الحارث بن معمر بن حبيب ابن وهب بن حذافة بن جمح خمسة نفر ومن بني سهم بن عمرو بن هصيص بن كعب بن خنيس بن حذافة بن قيس ابن عدي بن سعد بن سهم رجل,580
1052_0027_TKXXV02P061A_WAIYA.txt,V02P061A_WAIYA,SNXV02P101D_BEG_WZATB قال ابن إسحاق فحدثني عبد الله بن خارجة بن زيد بن ثابت عن أبي السائب مولى عائشة بنت عثمان أن رجلا من أصحاب رسول الله صلى الله عليه وسلم من بني عبد الأشهل كان شهد أحدا مع رسول الله صلى الله عليه وسلم قال شهدت أحدا مع رسول الله صلى الله عليه وسلم أنا وأخ لي فرجعنا جريحين فلما أذن مؤذن رسول الله صلى الله عليه وسلم بالخروج في طلب العدو قلت لأخي أو قال لي أتفوتنا غزوة مع رسول الله صلى الله عليه وسلم والله ما لنا من دابة نركبها وما منا إلا جريح ثقيل فخرجنا مع رسول الله صلى الله عليه وسلم وكنت أيسر جرحا فكان إذا غلب حملته عقبة ومشى عقبة حتى انتهينا إلى ما انتهى إليه المسلمون,669
0755_0028_MWNXV04P272A_WAIYA.txt,V04P272A_WAIYA,SNXV01P657C_BEG_WZATB قال ابن إسحاق حدثني يزيد بن أبي حبيب عن بكير بن عبد الله بن الأشج عن سليمان بن يسار عن أبي إسحاق الدوسي عن أبي هريرة قال بعث رسول الله صلى الله عليه وسلم سرية أنا فيها فقال لنا إن ظفرتم بهبار ابن الأسود أو الرجل الآخر الذي سبق معه إلى زينب,234
1155_0029_NSSXV01P623A_WAIYA.txt,V01P623A_WAIYA,SNXV02P208B_BEG_WZATB قال ابن إسحاق وحدثني عمي صدقة بن يسار عن عقيل بن جابر عن جابر بن عبد الله الأنصاري قال خرجنا مع رسول الله صلى الله عليه وسلم في غزوة ذات الرقاع من نخل فأصاب رجل امرأة رجل من المشركين فلما انصرف رسول الله صلى الله عليه وسلم قافلا أتى زوجها وكان غائبا فلما أخبر الخبر حلف لا ينتهي حتى يهريق في أصحاب محمد صلى الله عليه وسلم دما فخرج يتبع أثر رسول الله صلى الله عليه وسلم فنزل رسول الله صلى الله عليه وسلم منزلا فقال من رجل يكلؤنا ليلتنا هذه قال فانتدب رجل من المهاجرين ورجل آخر من الأنصار فقالا نحن يا رسول الله قال فكونا بفم الشعب قال وكان رسول الله صلى الله عليه وسلم وأصحابه قد نزلوا إلى شعب من الوادي,507
1581_0030_DWNXV02P163A_WAIYA.txt,V02P163A_WAIYA,SNXV02P603B_BEG_WZATB قال ابن إسحاق وحدثني يحيى بن عبد الله بن عبد الرحمن بن أبي عمرة عن يزيد بن طلحة بن يزيد بن ركانة قال لما أقبل علي رضي الله عنه من اليمن ليلقى رسول الله صلى الله عليه وسلم بمكة تعجل إلى رسول الله صلى الله عليه وسلم واستخلف على جنده الذين معه رجلا من أصحابه فعمد ذلك الرجل فكسا كل رجل من القوم حلة من البز الذي كان مع علي رضي الله عنه فلما دنا جيشه خرج ليلقاهم فإذا عليهم الحلل قال ويلك ما هذا قال كسوت القوم ليتجملوا به إذا قدموا في الناس قال ويلك انزع قبل أن تنتهي به إلى رسول الله صلى الله عليه وسلم قال فانتزع الحلل من الناس فردها في البز قال وأظهر الجيش شكواه لما صنع بهم,493
0447_0031_HBHXV44P485A_WAIYA.txt,V44P485A_WAIYA,SNXV01P447C_BEG_WZATB قال ابن إسحاق فأما معبد بن كعب بن مالك فحدثني في حديثه عن أخيه عبد الله بن كعب عن أبيه كعب بن مالك قال كان أول من ضرب على يد رسول الله صلى الله عليه وسلم البراء بن معرور ثم بايع بعد القوم فلما بايعنا رسول الله صلى الله عليه وسلم صرخ الشيطان من رأس العقبة بأنفذ صوت سمعته قط يا أهل الجباجب والجباجب المنازل هل لكم في مذمم والصباة معه قد اجتمعوا على حربكم قال فقال رسول الله صلى الله عليه وسلم هذا أزب العقبة هذا ابن أزيب,367
1614_0032_DWNXV02P128A_WAIYA.txt,V02P128A_WAIYA,SNXV02P628F_BEG_WZATB قال ابن إسحاق وأخبرنا سالم أبو النضر أنه حدث أن عيينة بن حصن وقيسا حين قال الأقرع بن حابس وخلا بهم يا معشر قيس منعتم رسول الله صلى الله عليه وسلم قتيلا يستصلح به الناس أفأمنتم أن يلعنكم رسول الله صلى الله عليه وسلم فيلعنكم الله بلعنته أو أن يغضب عليكم فيغضب الله عليكم بغضبه والله الذي نفس الأقرع بيده لتسلمنه إلى رسول الله صلى الله عليه وسلم PageV02P628 فليصنعن فيه ما أراد أو لآتين بخمسين رجلا من بني تميم يشهدون بالله كلهم لقتل صاحبكم كافرا ما صلى قط فلأطلن دمه فلما سمعوا ذلك قبلوا الدية,428
1111_0033_KHZXV04P098A_WAIYA.txt,V04P098A_WAIYA,SNXV02P169C_BEG_WZATB قال حدثنا أبو محمد عبد الملك بن هشام قال حدثنا زياد بن عبد الله البكائي عن محمد بن إسحاق المطلبي قال حدثني عاصم بن عمر بن قتادة قال قدم على رسول الله صلى الله عليه وسلم بعد أحد رهط من عضل والقارة,212
0238_0034_BNHXV08P165A_WAIYA.txt,V08P165A_WAIYA,SNXV01P235C_BEG_WZATB قال ابن إسحاق وحدثني وهب بن كيسان مولى آل الزبير قال سمعت عبد الله بن الزبير وهو يقول لعبيد بن عمير بن قتادة الليثي حدثنا يا عبيد كيف كان بدء ما ابتدئ به رسول الله صلى الله عليه وسلم من النبوة حين جاءه جبريل عليه السلام قال فقال عبيد وأنا حاضر يحدث عبد الله ابن الزبير ومن عنده من الناس كان رسول الله صلى الله عليه وسلم يجاور في حراء من كل سنة شهرا وكان ذلك مما تحنث به قريش في الجاهلية والتحنث التبرر,459
1306_0035_DWNXV02P137A_WAIYA.txt,V02P137A_WAIYA,SNXV02P334F_BEG_WZATB قال ابن إسحاق وحدثني بريدة بن سفيان بن فروة الأسلمي عن أبيه سفيان عن سلمة بن عمرو بن الأكوع قال بعث رسول الله صلى الله عليه وسلم أبا بكر الصديق رضي الله عنه برايته وكانت بيضاء,143
0080_0036_BGHXV03P117B_WAIYA.txt,V03P117B_WAIYA,SNXV01P082I_BEG_WZATB قال ابن إسحاق حدثني عبد الله بن أبي بكر بن محمد بن عمرو بن حزم عن عمرة بنت عبد الرحمن بن سعد بن زرارة أنها قالت PageV01P082 سمعت عائشة رضي الله عنها تقول ما زلنا نسمع أن إسافا ونائلة كانا رجلا وامرأة من جرهم أحدثا في الكعبة فمسخهما الله تعالى حجرين والله أعلم,260
